はんじょう,15364,16153,100,名詞,固有名詞,人名,一般,*,*,*,はんじょう,ハンジョウ,ハンジョウ
尚子,15364,16153,100,名詞,固有名詞,人名,一般,*,*,なおこ,ナオコ,ナオコ
ぜう,15364,16153,500,名詞,固有名詞,人名,一般,*,*,ぜう,ゼウ,ゼウ
純,15364,16153,100,名詞,固有名詞,人名,一般,*,*,じゅん,ジュン,ジュン
じゅん,15364,16153,100,名詞,固有名詞,人名,一般,*,*,じゅん,ジュン,ジュン
ジュン,15364,16153,100,名詞,固有名詞,人名,一般,*,*,じゅん,ジュン,ジュン
純一,15364,16153,1000,名詞,固有名詞,人名,一般,*,*,じゅんいち,ジュンイチ,ジュンイチ
加藤純一,15364,16153,100,名詞,固有名詞,人名,一般,*,*,かとうじゅんいち,カトウジュンイチ,カトウジュンイチ
もこう,15364,16153,100,名詞,固有名詞,人名,一般,*,*,もこう,モコウ,モコウ
ナラントンガラグ,15364,16153,500,名詞,固有名詞,人名,一般,*,*,ならんとんがらぐ,ナラントンガラグ,ナラントンガラグ
